,OPEN,HIGH,LOW,CLOSE,SETTLE,VOLUME,OI
20210323,2331.2336139047547,2336.018357924172,2305.1833409101528,2315.2844671733656,2318.4742965196438,188504.0,143295.0
20210324,2315.2844671733656,2357.283886899358,2301.9935115638746,2341.3347401679684,2334.423443251033,236356.0,137832.0
20210325,2338.144910821691,2348.7776753092835,2326.4488698853384,2336.549996148552,2337.0816343729307,147673.0,134448.0
20210326,2333.891805026653,2390.245456810896,2328.575422782857,2382.802521669581,2358.8788015724967,230231.0,137549.0
20210329,2339.739825494829,2344.5245695142457,2264.7788358572993,2274.348323896133,2293.4872999738,364256.0,130560.0
20210330,2275.411600344892,2304.651702685773,2272.2217709986144,2285.512726608105,2289.765832403143,174181.0,129042.0
20210331,2280.7279825886885,2290.297470627521,2222.7794161313072,2238.196924638317,2250.424603799049,320274.0,142292.0
20210401,2260.525730062262,2284.4494501593467,2247.7664126771506,2257.8675389403643,2262.6522829597807,174056.0,118189.0
20210402,2252.0195184721874,2254.146071369706,2219.057948560649,2248.829689125909,2238.196924638317,205408.0,117377.0
20210406,2283.3861737105867,2285.512726608105,2247.2347744527706,2250.956242023429,2263.18392118416,142936.0,110244.0
20210407,2256.272624267225,2269.031941652336,2235.5387335164187,2255.2093478184656,2254.677709594086,143837.0,110422.0
20210408,2254.677709594086,2277.006515018031,2235.5387335164187,2265.310474081679,2259.9940918378825,141898.0,102004.0
20210409,2259.4624536135025,2259.4624536135025,2183.969825751593,2203.1088018292608,2214.8048427656117,294848.0,128344.0
20210412,2244.5765833308724,2291.3607470762813,2238.7285628626964,2279.13306791555,2270.6268563254753,239777.0,87504.0
20210413,2275.411600344892,2312.094637827088,2260.525730062262,2288.170917730004,2282.854535486207,159292.0,65776.0
20210414,2274.879962120513,2304.120064461393,2266.373750530438,2283.3861737105867,2287.1076412812445,94876.0,52146.0
20210415,2286.2559510550072,2348.4344601841185,2286.2559510550072,2337.9119432545763,2322.128167860264,168371.0,104419.0
20210416,2346.999571511908,2386.6981581097252,2328.3460187731753,2381.9151958690245,2358.9569771136607,182842.0,116096.0
20210419,2381.9151958690245,2386.6981581097252,2361.3484582340106,2373.784160059833,2371.8709751635524,125279.0,115435.0
20210420,2377.1322336283233,2422.0920786909114,2355.1306073210994,2375.219048732043,2385.741565661585,229435.0,115632.0
20210421,2378.5671223005343,2390.524527902286,2354.6523110970293,2380.958603420884,2377.1322336283233,156633.0,120988.0
20210422,2386.6981581097252,2415.3959315539305,2350.825941304469,2381.4368996449543,2382.3934920930938,260323.0,121004.0
20210423,2381.9151958690245,2418.265708898351,2367.566309146922,2399.612156159617,2392.9160090226364,190112.0,132628.0
20210426,2415.3959315539305,2430.2231145001033,2354.6523110970293,2391.481120350426,2385.741565661585,211653.0,118243.0
20210427,2384.306676989375,2384.306676989375,2341.260016823067,2353.2174224248192,2357.52208844145,204093.0,118535.0
20210428,2338.868535702717,2370.4360864913424,2338.868535702717,2351.7825337526087,2356.0871997692398,130653.0,115102.0
20210429,2358.00038466552,2393.8726014707763,2347.477867735978,2387.6547505578656,2375.219048732043,163884.0,124490.0
20210430,2398.655563711477,2401.047044831828,2373.305863835763,2388.611343006005,2385.2632694375147,122726.0,117182.0
20210506,2388.1330467819353,2388.611343006005,2310.1707622585113,2325.4762414287547,2334.085573462016,271711.0,124353.0
20210507,2319.7366867399132,2384.306676989375,2317.823501843633,2378.5671223005343,2357.04379221738,233018.0,113271.0
20210510,2388.1330467819353,2419.222301346491,2372.827567611693,2394.829193918917,2397.220675039267,204763.0,130118.0
20210511,2377.610529852393,2377.610529852393,2317.823501843633,2339.346831926787,2339.346831926787,285723.0,114684.0
20210512,2336.9553508064364,2354.17401487296,2327.867722549105,2337.9119432545763,2338.868535702717,169175.0,120017.0
20210513,2321.649871636193,2348.4344601841185,2299.1699491048994,2317.345205619563,2324.041352756544,234970.0,124482.0
20210514,2307.779281138161,2335.998758358296,2302.9963188974602,2329.302611221315,2322.606464084333,188491.0,126003.0
20210517,2338.868535702717,2342.2166092712077,2263.776028523713,2303.4746151215304,2297.735060432689,297275.0,131897.0
20210518,2294.865283088269,2307.779281138161,2274.776841677325,2283.3861737105867,2287.6908397272173,155639.0,142491.0
20210519,2276.690026573606,2285.777654830937,2258.5147700589428,2266.167509644064,2270.950471884765,156147.0,151713.0
20210520,2249.4271418016106,2309.2141698103715,2249.4271418016106,2288.1691359512874,2286.734247279077,216892.0,141437.0
20210521,2294.865283088269,2302.03972644932,2251.818622921961,2255.6449927145222,2277.6466190217457,197379.0,151999.0
20210524,2258.9930662830125,2298.2133566567595,2243.2092908887,2275.2551379013958,2273.341953005115,196964.0,144053.0
20210525,2275.2551379013958,2293.9086906401285,2257.558177610802,2289.604024623498,2274.776841677325,194105.0,141789.0
20210526,2286.2559510550072,2330.737499893525,2275.2551379013958,2322.128167860264,2303.952911345601,252932.0,143989.0
20210527,2319.7366867399132,2324.519648980614,2296.778467984549,2310.1707622585113,2309.2141698103715,164007.0,132140.0
20210528,2315.9103169473524,2324.519648980614,2276.690026573606,2307.779281138161,2301.5614302252498,209216.0,128395.0
20210531,2317.345205619563,2333.1289810138755,2253.7318078182416,2268.558990764414,2285.299358606867,277145.0,158054.0
20210601,2267.602398316274,2274.298545453255,2233.643366407298,2251.818622921961,2252.775215370101,250605.0,169690.0
20210602,2251.818622921961,2257.558177610802,2221.685960805545,2225.9906268221766,2237.4697361998587,193571.0,190002.0
20210603,2226.468923046247,2269.9938794366244,2225.9906268221766,2258.036473834872,2252.775215370101,196688.0,164808.0
20210604,2258.036473834872,2299.6482453289696,2238.904624872069,2283.864469934657,2272.863656781045,269674.0,149877.0
20210607,2266.6458058681337,2278.603211469886,2257.558177610802,2270.950471884765,2269.037286988484,152068.0,151874.0
20210608,2279.5598039180263,2308.257577362231,2260.4279549552225,2274.776841677325,2282.4295812624464,211259.0,151869.0
20210609,2271.907064332905,2301.5614302252498,2253.2535115941714,2292.4738019679185,2283.864469934657,186919.0,161982.0
20210610,2292.4738019679185,2298.6916528808297,2276.211730349536,2287.212543503148,2287.6908397272173,119282.0,156024.0
20210611,2290.082320847568,2307.779281138161,2279.5598039180263,2292.4738019679185,2293.430394416059,174419.0,157771.0
20210615,2274.298545453255,2323.563056532474,2267.124102092204,2317.345205619563,2302.03972644932,270204.0,188920.0
20210616,2319.7366867399132,2319.7366867399132,2297.735060432689,2308.735873586301,2307.300984914092,142168.0,177021.0
20210617,2305.38780001781,2342.2166092712077,2297.256764208619,2334.085573462016,2328.3460187731753,183053.0,195275.0
20210618,2319.7366867399132,2323.084760308404,2267.602398316274,2281.951285038377,2291.517209519778,293430.0,165526.0
20210621,2281.951285038377,2286.734247279077,2257.558177610802,2264.2543247477834,2268.0806945403438,171047.0,168191.0
20210622,2264.2543247477834,2276.690026573606,2253.2535115941714,2275.733434125465,2269.037286988484,112195.0,166429.0
20210623,2276.690026573606,2286.2559510550072,2263.776028523713,2267.602398316274,2274.298545453255,111051.0,165405.0
20210624,2271.907064332905,2295.821875536409,2249.4271418016106,2278.603211469886,2273.820249229185,242674.0,158443.0
20210625,2277.1683227976755,2287.6908397272173,2264.732620971853,2267.124102092204,2274.298545453255,128291.0,153055.0
20210628,2276.211730349536,2316.8669093954927,2275.733434125465,2313.997132051072,2303.4746151215304,193983.0,160629.0
20210629,2314.4754282751423,2315.9103169473524,2298.2133566567595,2306.344392465951,2304.9095037937404,106961.0,155041.0
20210630,2306.822688690021,2319.7366867399132,2300.604837777111,2312.562243378862,2309.6924660344416,106393.0,158652.0
20210701,2318.3017980677027,2324.041352756544,2301.08313400118,2320.2149829639834,2313.0405396029323,140997.0,162804.0
20210702,2311.127354706652,2318.3017980677027,2239.382921096139,2250.383734249751,2266.167509644064,378024.0,178004.0
20210705,2250.862030473821,2257.558177610802,2234.5999588554378,2239.382921096139,2247.9922531294005,166546.0,179187.0
20210706,2233.643366407298,2251.818622921961,2226.468923046247,2245.60077200905,2242.2526984405595,164657.0,186224.0
20210707,2242.2526984405595,2251.3403266978908,2197.7711496020415,2212.5983325482143,2220.251072133336,294751.0,205790.0
20210708,2213.076628772284,2228.860404166597,2203.9890005149527,2216.902998564845,2214.5115174444945,148949.0,202435.0
20210709,2216.902998564845,2222.1642570296162,2188.6835213447102,2191.5532986891308,2205.902185411233,172724.0,207941.0
20210712,2197.7711496020415,2221.685960805545,2183.900559104009,2206.380481635303,2204.9455929630926,180580.0,196488.0
20210713,2200.162630722392,2206.380481635303,2176.247819518888,2183.422262879939,2188.20522512064,203568.0,202996.0
20210714,2195.379668481691,2219.2944796851957,2186.2920402243594,2210.6851476519337,2204.467296739023,150042.0,187790.0
20210715,2217.381294788915,2239.861217320209,2205.902185411233,2225.0340343740368,2222.1642570296162,154422.0,177585.0
20210716,2225.0340343740368,2241.296105992419,2216.902998564845,2226.468923046247,2230.295292838807,120803.0,175736.0
20210719,2209.728555203794,2221.207664581476,2181.0307817595885,2202.075815618672,2201.5975193946024,198326.0,168944.0
20210720,2202.075815618672,2238.426328647998,2201.1192231705318,2228.382107942527,2220.7293683574053,139275.0,162295.0
20210721,2239.861217320209,2255.6449927145222,2205.4238891871632,2212.5983325482143,2223.5991457018263,152878.0,161223.0
20210722,2215.468109892635,2220.251072133336,2183.422262879939,2185.8137440002893,2200.640926946462,159262.0,178737.0
20210723,2188.20522512064,2198.727742050182,2151.376415867244,2154.246193211664,2173.8563383985374,195416.0,183964.0
20210726,2169.0733761578367,2226.468923046247,2169.0733761578367,2220.251072133336,2204.467296739023,237398.0,146620.0
20210727,2226.468923046247,2235.0782550795084,2212.120036324144,2216.4247023407747,2221.685960805545,123873.0,139649.0
20210728,2216.4247023407747,2225.5123305981065,2167.6384874856267,2186.2920402243594,2191.07500246506,194395.0,138983.0
20210729,2195.379668481691,2218.816183461125,2185.8137440002893,2193.9447798094807,2201.1192231705318,143270.0,132740.0
20210730,2199.6843344983217,2201.1192231705318,2176.247819518888,2181.0307817595885,2187.72692889657,121305.0,137498.0
20210802,2191.5532986891308,2209.728555203794,2177.2044119670277,2199.6843344983217,2195.8579647057613,165617.0,125094.0
20210803,2207.815370307513,2221.207664581476,2202.5541118427427,2206.380481635303,2211.163443876004,141296.0,120463.0
20210804,2209.728555203794,2240.817809768349,2207.3370740834434,2216.4247023407747,2223.120849477756,173956.0,112943.0
20210805,2208.7719627556535,2213.076628772284,2183.422262879939,2192.5098911372706,2195.8579647057613,143390.0,111362.0
20210806,2192.5098911372706,2208.7719627556535,2177.2044119670277,2189.1618175687804,2190.1184100169203,106298.0,107957.0
20210809,2200.640926946462,2213.554924996354,2172.421449726327,2181.0307817595885,2195.379668481691,161026.0,106831.0
20210810,2181.0307817595885,2185.8137440002893,2169.0733761578367,2174.334634622607,2178.639300639238,81327.0,109149.0
20210811,2164.2904139171355,2173.8563383985374,2126.505012215599,2130.809678232229,2140.8538989377016,171534.0,118710.0
20210812,2130.809678232229,2148.984934746893,2129.853085784089,2139.8973064895613,2138.4624178173513,108962.0,97854.0
20210813,2133.20115935258,2150.419823419103,2130.809678232229,2137.984121593281,2139.8973064895613,64387.0,90276.0
20210816,2132.24456690444,2141.8104913858415,2110.721236821286,2119.8088650786176,2125.5484197674587,69960.0,81103.0
20210817,2120.2871613026878,2128.418197111879,2086.8064256177813,2090.6327954103426,2101.6336085639546,64327.0,70909.0
20210818,2104.503385908375,2109.286348149076,2090.1544991862725,2102.5902010120944,2100.6770161158147,38912.0,64041.0
20210819,2095.782554662841,2126.903223687997,2081.1947410573002,2115.719233257082,2109.8841078148653,139549.0,134369.0
20210820,2115.719233257082,2122.526879606335,2104.0489823726484,2105.0215032796846,2110.8566287219014,84058.0,138318.0
20210823,2101.1314196515405,2130.793307316142,2056.395457927879,2116.2054937106,2090.433689674143,283763.0,138443.0
20210824,2115.2329728035643,2153.161288177973,2113.2879309894915,2146.35364182872,2135.655911851323,181562.0,121014.0
20210825,2146.8399022822377,2160.9414554342616,2131.27956776966,2134.6833909442857,2146.8399022822377,123641.0,112728.0
20210826,2141.491037293539,2147.812423189274,2122.526879606335,2126.416963234479,2136.6284327583585,94931.0,114062.0
20210827,2127.3894841415154,2138.5734745724308,2118.1505355246727,2124.471921420407,2128.84826550207,85411.0,113586.0
20210830,2128.3620050485515,2147.812423189274,2102.103940558576,2114.260451896528,2124.471921420407,156355.0,115479.0
20210831,2120.0955773387445,2129.334525955588,2105.5077637332033,2124.958181873925,2118.1505355246727,76670.0,117705.0
20210901,2129.820786409106,2142.9498186540936,2118.6367959781905,2122.0406191528173,2131.27956776966,118333.0,123487.0
20210902,2128.84826550207,2139.059735025949,2112.3154100824554,2127.8757445950337,2127.8757445950337,111066.0,121337.0
20210903,2134.6833909442857,2146.8399022822377,2120.0955773387445,2126.903223687997,2132.7383491302144,128156.0,123853.0
20210906,2127.8757445950337,2138.087214118913,2104.0489823726484,2119.1230564317084,2121.554358699299,156860.0,124710.0
20210907,2119.1230564317084,2131.27956776966,2115.719233257082,2123.499400513371,2123.013140059853,80788.0,120651.0
20210908,2123.499400513371,2123.499400513371,2096.2688151163597,2105.5077637332033,2108.911586907829,116027.0,127745.0
20210909,2110.8566287219014,2139.545995479467,2106.966545093757,2137.6009536653946,2124.958181873925,128343.0,122847.0
20210910,2132.252088676696,2134.6833909442857,2123.013140059853,2126.903223687997,2127.8757445950337,82776.0,121986.0
20210913,2127.8757445950337,2134.6833909442857,2087.5161269530345,2095.782554662841,2108.911586907829,158731.0,137141.0
20210914,2093.3512523952513,2103.5627219191306,2092.378731488215,2097.241336023396,2098.213856930432,60859.0,132605.0
20210915,2097.241336023396,2129.820786409106,2095.296294209324,2123.985660966889,2114.260451896528,121688.0,117390.0
20210916,2132.252088676696,2134.1971304907684,2112.3154100824554,2123.013140059853,2122.526879606335,84690.0,113890.0
20210917,2123.013140059853,2160.455194980744,2122.0406191528173,2145.3811209216838,2142.4635582005753,189656.0,124527.0
20210922,2149.2712045498283,2171.152924958141,2141.0047768400213,2162.886497248334,2158.023892713153,125696.0,132957.0
20210923,2162.886497248334,2166.290320422961,2152.6750277244546,2159.9689345272254,2159.482674073708,68839.0,130219.0
20210924,2157.051371806117,2180.8781340285027,2148.78494409631,2158.5101531666714,2162.886497248334,142954.0,125855.0
20210927,2151.7025068174185,2151.7025068174185,2106.966545093757,2111.8291496289376,2122.0406191528173,172036.0,101909.0
20210928,2112.8016705359737,2119.6093168852267,2102.103940558576,2106.966545093757,2110.8566287219014,77824.0,100513.0
20210929,2109.8841078148653,2126.416963234479,2099.186377837468,2117.6642750711544,2116.6917541641187,75709.0,92020.0
20210930,2117.6642750711544,2127.3894841415154,2101.6176801050588,2120.0955773387445,2115.719233257082,73367.0,81254.0
20211008,2092.378731488215,2151.2162463639006,2063.2031042771314,2135.1696513978045,2103.0764614656123,184482.0,88073.0
20211011,2136.6284327583585,2186.226999017201,2136.6284327583585,2183.795696749611,2158.5101531666714,173358.0,120146.0
20211012,2178.4468317609117,2188.172040831273,2161.4277158877803,2171.639185411659,2175.0430085862854,121705.0,123365.0
20211013,2183.3094362960924,2193.034645366454,2149.757465003346,2168.7216226905507,2171.152924958141,129539.0,121197.0
20211014,2173.5842272257314,2199.8422917157063,2169.2078831440685,2179.419352667948,2182.3369153890562,169462.0,131856.0
20211015,2188.172040831273,2211.51254260014,2176.50178994684,2190.6033430988628,2193.520905819972,159381.0,131211.0
20211018,2213.94384486773,2243.119472078814,2202.7598544368147,2218.806449402911,2223.669053938092,182045.0,137568.0
20211019,2218.806449402911,2238.2568675436332,2205.677417157923,2209.08124033255,2223.669053938092,126108.0,136106.0
20211020,2202.7598544368147,2234.853044369007,2192.0621244594176,2225.1278352986456,2219.778970309947,132812.0,139376.0
20211021,2226.5866166592,2246.5232952534398,2221.237751670501,2229.5041793803084,2231.9354816478985,133044.0,137196.0
20211022,2234.3667839154887,2282.992829267295,2227.559137566236,2279.589006092669,2258.1935461378744,291384.0,153210.0
20211025,2304.874549675608,2332.105135072619,2275.698922464524,2282.506568813777,2306.3333310361622,276682.0,163653.0
20211026,2292.7180383376567,2320.4348841881856,2265.487452940645,2319.9486237346678,2295.1493406052464,179827.0,157788.0
20211027,2314.113498292451,2315.572279653005,2172.6117063186953,2209.567500786068,2241.1744302647417,298082.0,136887.0
20211028,2212.4850635071757,2216.8614075888386,2178.4468317609117,2194.979687180526,2198.383510355153,143944.0,128954.0
20211029,2188.6583012847914,2192.0621244594176,2158.023892713153,2161.4277158877803,2175.529269039804,136586.0,126298.0
20211101,2178.4468317609117,2185.2544781101647,2169.2078831440685,2175.0430085862854,2176.50178994684,99894.0,124079.0
20211102,2185.2544781101647,2234.853044369007,2169.694143597587,2230.4767002873446,2201.7873335297786,204372.0,120561.0
20211103,2235.825565276043,2253.8172020562115,2216.3751471353207,2247.9820766139946,2235.339304822525,138121.0,118730.0
20211104,2246.5232952534398,2259.652327498428,2171.152924958141,2176.988050400357,2207.6224589719955,209448.0,128003.0
20211105,2176.988050400357,2190.6033430988628,2163.85901815537,2176.015529493321,2178.4468317609117,111672.0,123241.0
20211108,2183.3094362960924,2190.1170826453454,2154.133809085009,2177.474310853876,2174.556748132768,124289.0,121923.0
20211109,2183.795696749611,2197.8972499016345,2174.556748132768,2180.8781340285027,2182.8231758425745,115629.0,117291.0
20211110,2183.3094362960924,2211.0262821466213,2176.015529493321,2191.5758640058993,2192.5483849129355,174593.0,120571.0
20211111,2191.0896035523815,2191.0896035523815,2166.290320422961,2173.097966772213,2176.50178994684,103248.0,114988.0
20211112,2167.2628413299967,2231.9354816478985,2166.7765808764784,2231.9354816478985,2210.540021693104,186815.0,119824.0
20211115,2226.100356205681,2235.339304822525,2212.4850635071757,2217.8339284958747,2221.237751670501,103063.0,116865.0
20211116,2218.320188949393,2239.2293884506694,2215.4026262282846,2235.825565276043,2227.072877112718,113193.0,117747.0
20211117,2232.9080025549347,2250.899639335103,2224.6415748451277,2234.853044369007,2237.284346636597,118722.0,120418.0
20211118,2239.715648904188,2261.1111088589823,2237.7706070901154,2256.2485043238016,2251.8721602421388,110657.0,126648.0
20211119,2252.358420695657,2253.3309416026927,2212.4850635071757,2231.4492211943807,2230.4767002873446,110958.0,117989.0
20211122,2215.4026262282846,2215.4026262282846,2186.226999017201,2200.8148126227425,2196.9247289945984,117677.0,108316.0
20211123,2207.6224589719955,2224.1553143916094,2193.520905819972,2196.9247289945984,2211.9988030536583,86114.0,101925.0
20211124,2200.8148126227425,2212.4850635071757,2194.00716627349,2208.594979879032,2204.218635797369,63882.0,106518.0
20211125,2197.8972499016345,2210.053761239586,2176.50178994684,2201.7873335297786,2197.8972499016345,83185.0,104404.0
20211126,2197.8972499016345,2225.614095752164,2183.3094362960924,2194.979687180526,2203.246114890333,135367.0,95687.0
20211129,2198.383510355153,2199.8422917157063,2142.4635582005753,2151.2162463639006,2170.1804040511047,116272.0,94975.0
20211130,2143.9223395611302,2148.298683642792,2121.0680982457807,2124.471921420407,2133.224609583732,93796.0,87699.0
20211201,2124.958181873925,2129.820786409106,2104.5352428261667,2107.452805547275,2117.6642750711544,68602.0,87213.0
20211202,2098.213856930432,2118.6367959781905,2094.8100337558053,2110.370368268384,2106.966545093757,69448.0,84448.0
20211203,2111.8291496289376,2117.6642750711544,2085.084824685445,2091.892471034697,2101.6176801050588,73072.0,83921.0
20211206,2103.0764614656123,2123.985660966889,2094.3237733022875,2096.7550755698776,2108.911586907829,60259.0,77192.0
20211207,2107.939066000793,2119.6093168852267,2096.2688151163597,2109.3978473613474,2106.966545093757,50704.0,74497.0
20211208,2106.966545093757,2107.939066000793,2048.1290302180714,2065.148146091204,2073.4145738010106,87153.0,78372.0
20211209,2070.9832715334205,2072.928313347493,2009.7144543901447,2022.3572261816144,2035.9725188801199,96788.0,73299.0
20211210,2015.5495798323611,2048.6152906715893,2010.6869752971809,2035.4862584266016,2033.5412166125293,68826.0,60146.0
20211213,2031.5510505804414,2058.605604522796,2028.1077437150507,2042.8647731381527,2042.3728721573832,82430.0,110385.0
20211214,2034.9943574458318,2042.8647731381527,2007.939803503477,2021.71303096504,2024.1725358688896,120594.0,123564.0
20211215,2019.74542704196,2039.4214662727627,2012.366912330408,2024.1725358688896,2026.6320407727405,70595.0,121122.0
20211216,2024.1725358688896,2037.9457633304528,2019.74542704196,2022.6968329265799,2029.583446657361,74321.0,123901.0
20211217,2024.66443684966,2047.7837829458533,2010.399308407328,2020.7292290034995,2028.5996446958206,119092.0,133459.0
20211220,2011.875011349638,2030.075347638131,1983.8366554457434,1988.263764272674,2007.939803503477,124425.0,144868.0
20211221,1992.1989721188352,2005.972199580397,1989.7394672149844,1999.577486830386,1997.6098829073053,66780.0,139388.0
20211222,2000.5612887919265,2015.8102191957987,1992.1989721188352,2011.383110368868,2004.496496638087,96445.0,133613.0
20211223,2014.3345162534888,2021.221129984269,1998.5936848688461,2007.4479025227074,2007.939803503477,62235.0,133979.0
20211224,2006.9560015419368,2039.4214662727627,2004.496496638087,2025.6482388112008,2027.1239417535105,111669.0,123836.0
20211227,2019.2535260611887,2028.5996446958206,1993.674675061145,2026.6320407727405,2010.399308407328,106517.0,122268.0
20211228,2026.6320407727405,2032.0429515612118,2005.480298599627,2009.9074074265577,2017.777823118879,75368.0,126067.0
20211229,2004.496496638087,2034.5024564650616,2004.004595657317,2024.66443684966,2022.2049319458097,92147.0,122892.0
20211230,2031.5510505804414,2047.291881965084,2023.1887339073496,2037.4538623496826,2034.5024564650616,98728.0,119882.0
20211231,2029.0915456765908,2042.3728721573832,2025.6482388112008,2035.4862584266016,2032.5348525419813,55780.0,114669.0
20220104,2027.1239417535105,2060.5732084458764,1997.1179819265355,2048.7675849073944,2022.2049319458097,177379.0,119193.0
20220105,2045.8161790227728,2049.2594858881644,2025.1563378304306,2026.6320407727405,2037.4538623496826,83021.0,120858.0
20220106,2031.5510505804414,2035.4862584266016,2011.875011349638,2020.237328022729,2023.68063488812,79090.0,122330.0
20220107,2021.71303096504,2040.8971692150726,2019.74542704196,2030.5672486189007,2030.5672486189007,78414.0,123150.0
20220110,2006.9560015419368,2040.8971692150726,1992.1989721188352,2030.5672486189007,2020.237328022729,134314.0,115871.0
20220111,2026.6320407727405,2035.9781594073722,2012.858813311179,2018.7616250804192,2024.1725358688896,81169.0,115874.0
20220112,2021.71303096504,2041.3890701958428,2018.269724099649,2037.4538623496826,2031.5510505804414,85322.0,115732.0
20220113,2042.3728721573832,2051.2270898112447,2033.518654503521,2036.4700603881424,2041.8809711766128,104001.0,113820.0
20220114,2034.010555484292,2040.4052682343024,2001.053189772696,2002.5288927150064,2020.7292290034995,130982.0,122770.0
20220117,1992.1989721188352,2004.496496638087,1974.982437791882,1981.8690515226624,1986.2961603495933,143563.0,141062.0
20220118,1982.8528534842035,1991.707071138065,1970.5553289649508,1973.9986358303413,1981.8690515226624,96484.0,143640.0
20220119,1976.4581407341918,1989.7394672149844,1973.9986358303413,1981.3771505418927,1981.8690515226624,76867.0,141854.0
20220120,1984.820457407284,2001.053189772696,1979.9014475995828,1986.7880613303641,1987.771863291904,94865.0,142043.0
20220121,1992.1989721188352,2004.004595657317,1988.263764272674,1994.166576041915,1996.1341799649954,91206.0,133650.0
20220124,1994.6584770226846,2039.4214662727627,1983.8366554457434,2033.0267535227515,2015.3183182150283,164654.0,123639.0
20220125,2026.6320407727405,2051.2270898112447,2022.6968329265799,2025.1563378304306,2037.9457633304528,111310.0,117045.0
20220126,2022.2049319458097,2043.356674118924,2021.71303096504,2035.4862584266016,2035.4862584266016,68797.0,113415.0
20220127,2050.2432878497048,2069.4274260997377,2041.3890701958428,2059.097505503566,2053.686594715095,105824.0,110363.0
20220128,2065.492218253577,2076.805940811289,2053.194693734325,2058.605604522796,2062.0489113881868,79402.0,99956.0
20220207,2067.9517231574273,2091.0710692536213,2061.0651094266464,2084.1844555228404,2077.297841792059,92898.0,106816.0
20220208,2088.119663369001,2102.8766927921038,2078.2816437535994,2094.514376119012,2092.0548712151613,77987.0,111117.0
20220209,2095.006277099782,2100.417187888253,2073.8545349266683,2085.6601584651503,2087.6277623882306,75596.0,110708.0
20220210,2090.5791682728513,2115.1742173113557,2084.1844555228404,2109.7633065228847,2099.4333859267126,81454.0,116773.0
20220211,2102.8766927921038,2104.844296715184,2085.6601584651503,2099.925286907483,2094.022475138242,74130.0,112128.0
20220214,2085.6601584651503,2113.206613388275,2078.7735447343694,2105.336197695953,2100.909088869023,71794.0,115711.0
20220215,2105.828098676724,2105.828098676724,2080.7411486574497,2085.6601584651503,2089.595366311311,74342.0,113449.0
20220216,2087.1358614074607,2091.5629702343913,2069.919327080508,2079.2654457151393,2079.7573466959093,62124.0,107423.0
20220217,2082.70875258053,2107.303801619034,2082.70875258053,2097.4657820036323,2095.990079061323,82648.0,111053.0
20220218,2099.925286907483,2100.909088869023,2080.7411486574497,2085.6601584651503,2088.611564349771,65252.0,105865.0
20220221,2080.7411486574497,2092.546772195932,2057.1299015804857,2073.3626339458983,2072.3788319843584,108654.0,107352.0
20220222,2074.8383368882087,2085.6601584651503,2070.903129042048,2074.3464359074387,2076.805940811289,54482.0,109002.0
20220223,2076.805940811289,2120.0932271190563,2074.8383368882087,2099.4333859267126,2099.925286907483,140472.0,117076.0
20220224,2107.7957025998044,2117.633722215206,2099.925286907483,2117.141821234436,2106.811900638264,68314.0,117070.0
20220225,2107.7957025998044,2128.455543792148,2094.514376119012,2126.9798408498373,2112.222811426735,103026.0,122881.0
20220228,2114.1904153498153,2125.9960388882973,2101.400989849793,2119.109425157516,2113.206613388275,91919.0,118531.0
20220301,2120.0932271190563,2131.406949676768,2108.287603580575,2110.2552075036547,2117.141821234436,71296.0,111930.0
20220302,2121.0770290805967,2149.115384984491,2119.109425157516,2134.8502565421586,2133.3745535998482,94614.0,114355.0
20220303,2132.3907516383083,2133.3745535998482,2108.7795045613448,2123.536533984447,2122.5527320229066,83300.0,106368.0
20220304,2125.9960388882973,2146.655880080641,2120.0932271190563,2124.028434965217,2133.866454580619,90359.0,110410.0
20220307,2137.309761446009,2163.380513426824,2136.817860465239,2158.4615036191226,2153.542493811422,86068.0,113080.0
20220308,2156.9858006768122,2170.2671271576046,2149.6072859652613,2164.364315388364,2159.445305580663,68900.0,111223.0
20220309,2169.2833251960647,2177.153740888386,2151.574889888341,2154.034394792192,2163.380513426824,57092.0,107098.0
20220310,2154.526295772962,2163.380513426824,2133.3745535998482,2147.1477810614106,2149.115384984491,68923.0,102949.0
20220311,2158.4615036191226,2194.862176196109,2150.0991869460313,2191.4188693307183,2171.250929119145,116068.0,125035.0
20220314,2171.250929119145,2190.435067369178,2156.4938996960423,2179.6132457922367,2173.7104340229957,120279.0,115580.0
20220315,2176.1699389268456,2183.056552657627,2082.70875258053,2089.595366311311,2130.423147715228,175622.0,93791.0
20220316,2105.828098676724,2109.7633065228847,2093.530574157472,2103.3685937728733,2103.3685937728733,79534.0,87835.0
20220317,2096.481980042093,2100.417187888253,2067.9517231574273,2082.21685159976,2079.2654457151393,92789.0,91477.0
20220318,2091.5629702343913,2096.481980042093,2077.789742772829,2090.0872672920814,2086.6439604266907,55604.0,90222.0
20220321,2098.941484945942,2104.3523957344137,2086.6439604266907,2097.4657820036323,2096.9738810228628,52785.0,87051.0
20220322,2099.925286907483,2125.012236926757,2098.941484945942,2111.2390094651946,2114.6823163305853,75281.0,80035.0
20220323,2111.2390094651946,2137.309761446009,2094.514376119012,2133.866454580619,2116.158019272896,68319.0,79216.0
20220324,2132.3907516383083,2182.0727506960866,2132.3907516383083,2176.1699389268456,2162.396711465284,95906.0,81203.0
20220325,2169.2833251960647,2171.250929119145,2137.309761446009,2146.655880080641,2152.066790869112,73373.0,73909.0
